episode,reward_modql,epsilon_modql,q_drift_modql,fairness_modql,reward_standard,epsilon_standard,q_drift_standard,fairness_standard
0,9.621450150632926,0.995,0.19242900301265853,0.7272727272727273,20.590865551601013,0.995,0.34318109252668355,0.8401162790697675
1,4.05667741118369,0.990025,0.0811335482236738,0.8,23.47777415437932,0.990025,0.3353967736339902,0.7788461538461539
2,1.7049079615381109,0.985074875,0.042622699038452776,0.8522727272727273,12.398545940740268,0.985074875,0.20678461953555285,0.8810975609756098
3,2.715163103720175,0.9801495006250001,0.06787907759300438,0.7601351351351351,11.372995223691388,0.9801495006250001,0.18714455611821867,0.8027777777777778
4,4.8379326684810176,0.9752487531218751,0.06612640843581707,0.8027777777777778,7.932866730514241,0.9752487531218751,0.15625685347392207,0.8
5,1.3175624642735857,0.9703725093562657,0.02687933191770145,0.8522727272727273,17.898860925746234,0.9703725093562657,0.2926076055129483,0.8027777777777778
6,2.226017037995198,0.9655206468094844,0.06316937519890362,0.8035714285714286,8.667274479225805,0.9655206468094844,0.16230609855388628,0.8421052631578947
7,13.5056750438314,0.960693043575437,0.20469803698786912,0.7788461538461539,11.586642553250819,0.960693043575437,0.19311070922084703,0.8027777777777778
8,0.8650377890126253,0.9558895783575597,0.050776892622181956,0.765625,14.027474258471663,0.9558895783575597,0.23144015847415045,0.8027777777777778
9,5.179877064764349,0.9511101304657719,0.12949692661910872,0.7211538461538461,11.204744039003446,0.9511101304657719,0.2801186009750861,0.7601351351351351
10,7.245120948610973,0.946354579813443,0.05877378802620157,0.7272727272727273,29.682255851785598,0.946354579813443,0.41196010600474137,0.81
11,4.386924781598248,0.9416228069143757,0.08773849563196497,0.7272727272727273,5.082378767143562,0.9416228069143757,0.11174295819332145,0.7211538461538461
12,10.894757618114607,0.9369146928798039,0.16950458176226513,0.7372448979591837,6.883478746256149,0.9369146928798039,0.13041072758131844,0.6666666666666666
13,1.119421633447273,0.9322301194154049,0.036506090489690675,0.8166666666666667,7.5871268282933375,0.9322301194154049,0.18967817070733348,0.7211538461538461
14,2.015940124339394,0.9275689688183278,0.05039850310848485,0.6540697674418605,4.850808506820688,0.9275689688183278,0.1212702126705172,0.907258064516129
15,1.946260723412813,0.9229311239742362,0.0634638864383267,0.7211538461538461,4.894849941268506,0.9229311239742362,0.10077278221697,0.6540697674418605
16,3.320579218008579,0.918316468354365,0.12716797447920675,0.7211538461538461,5.490651955493976,0.918316468354365,0.1693185567967079,0.6805555555555556
17,3.0290771630226163,0.9137248860125932,0.061080133292811395,0.8035714285714286,3.824715722526256,0.9137248860125932,0.07935669372461925,0.7211538461538461
18,1.5201801747935122,0.9091562615825302,0.021755158060911436,0.8522727272727273,7.279551433825819,0.9091562615825302,0.12533053832996707,0.8
19,7.694841529753919,0.9046104802746175,0.15440346960064316,0.8421052631578947,5.644106277405978,0.9046104802746175,0.12648942158618393,0.6859756097560976
20,2.015940124339394,0.9000874278732445,0.05698008690193606,0.6540697674418605,2.142918386840031,0.9000874278732445,0.05512058314939686,0.6805555555555556
21,3.3945390208512736,0.8955869907338783,0.06407431209538413,0.7272727272727273,2.984450095073475,0.8955869907338783,0.09948166983578251,0.6805555555555556
22,2.9617478206227235,0.8911090557802088,0.10442323587854736,0.7211538461538461,1.826982379078635,0.8911090557802088,0.03980249941207761,0.765625
23,12.941442678497014,0.8866535105013078,0.1388504621309538,0.8027777777777778,4.832137776319861,0.8866535105013078,0.12080344440799656,0.8035714285714286
24,8.73426925178691,0.8822202429488013,0.125430467984722,0.8401162790697675,10.659780360463035,0.8822202429488013,0.20219450694636903,0.6666666666666666
25,9.565950719512003,0.8778091417340573,0.213267128324841,0.8810975609756098,4.543400702124289,0.8778091417340573,0.09307159011849182,0.6859756097560976
26,9.4153013405185,0.8734200960253871,0.2664650637960087,0.8401162790697675,17.251182975962372,0.8734200960253871,0.3444218153015241,0.8421052631578947
27,9.05686204612088,0.8690529955452602,0.12169870566939049,0.7372448979591837,13.240010736574579,0.8690529955452602,0.25116773513422963,0.6666666666666666
28,5.823991249655272,0.8647077305675338,0.1274896160871449,0.8810975609756098,13.392752557133988,0.8647077305675338,0.24036064127329798,0.7272727272727273
29,5.162807455688846,0.8603841919146962,0.3641483538703161,0.7211538461538461,14.585015969221647,0.8603841919146962,0.24176180232238323,0.7686170212765957
30,10.8627600332173,0.8560822709551227,0.23920099655774257,0.8804347826086957,22.41717269236589,0.8560822709551227,0.3134804075887153,0.84375
31,7.068841171904162,0.851801859600347,0.2766364622046014,0.7272727272727273,7.804703833741845,0.851801859600347,0.14347246250712867,0.8
32,5.192114277400969,0.8475428503023453,0.08653523795668283,0.8027777777777778,8.281769859302008,0.8475428503023453,0.14645382130422316,0.7272727272727273
33,6.165996268912442,0.8433051360508336,0.09800196579162969,0.8421052631578947,17.936162992551033,0.8433051360508336,0.2632372591060405,0.7686170212765957
34,8.231654095336937,0.8390886103705794,0.2186498646424619,0.7619047619047619,19.789413872322,0.8390886103705794,0.2830289807671688,0.8027777777777778
35,10.21338989346839,0.8348931673187264,0.1349502192517089,0.6666666666666666,11.204744039003446,0.8348931673187264,0.18860874721832935,0.7601351351351351
36,11.492087929303317,0.8307187014821328,0.19836899732215008,0.7372448979591837,4.551180988026723,0.8307187014821328,0.08845836436509902,0.8035714285714286
37,12.297799374148484,0.8265651079747222,0.08196259058192366,0.7372448979591837,2.8437127267219933,0.8265651079747222,0.09496263800469608,0.6805555555555556
38,6.241175714887662,0.8224322824348486,0.1253927325265959,0.8810975609756098,19.016038040342885,0.8224322824348486,0.25220455631102473,0.7686170212765957
39,1.7049079615381109,0.8183201210226743,0.014743280143819796,0.8522727272727273,21.72580917773645,0.8183201210226743,0.28746907660869764,0.7372448979591837
40,9.790000200513214,0.8142285204175609,0.13657005951238582,0.7272727272727273,21.571595065240036,0.8142285204175609,0.346460621819831,0.8401162790697675
41,5.606021822329163,0.810157377815473,0.12265743035489704,0.7211538461538461,2.1085267683759072,0.810157377815473,0.07257911232611791,0.765625
42,2.9617478206227235,0.8061065909263957,0.12658564253508625,0.7211538461538461,8.942910001278445,0.8061065909263957,0.15410498770398734,0.7272727272727273
43,2.9533615923618353,0.8020760579717637,0.11811033753717544,0.6666666666666666,17.6500079352013,0.8020760579717637,0.21158000925177545,0.8401162790697675
44,3.12738175055088,0.798065677681905,0.06565334737629326,0.8421052631578947,5.493252122866261,0.798065677681905,0.15532138291040345,0.7205882352941176
45,0.3300156830919272,0.7940753492934954,0.11364862953413876,0.6814516129032258,22.16662100534434,0.7940753492934954,0.36634226307691153,0.8401162790697675
46,6.335655823112231,0.7901049725470279,0.08961481332689843,0.8027777777777778,18.11810251025043,0.7901049725470279,0.20954433322966573,0.7083333333333334
47,10.439221193121522,0.7861544476842928,0.1960004280690385,0.7372448979591837,7.032800332601735,0.7861544476842928,0.13766601249735524,0.8888888888888888
48,1.7149534928805208,0.7822236754458713,0.08468653803665117,0.7601351351351351,10.333778827671816,0.7822236754458713,0.10676654312444281,0.7601351351351351
49,1.5763734976071784,0.778312557068642,0.07589491940985463,0.8522727272727273,6.4236121334435525,0.778312557068642,0.12043378061719756,0.7211538461538461
50,11.019861822762817,0.7744209942832988,0.26831342074241127,0.7619047619047619,20.041261950199228,0.7744209942832988,0.23469851982699355,0.7686170212765957
51,10.273515743296182,0.7705488893118823,0.28141393512371277,0.7619047619047619,19.81522051311081,0.7705488893118823,0.22470255153147256,0.7372448979591837
52,12.379397691636775,0.7666961448653229,0.33610958947085695,0.7372448979591837,12.587795697923644,0.7666961448653229,0.1189621712582037,0.6666666666666666
53,1.9419857409400831,0.7628626641409962,0.04347967715189496,0.7601351351351351,11.544457293372611,0.7628626641409962,0.11294496439667923,0.7211538461538461
54,9.05686204612088,0.7590483508202912,0.18023957029494367,0.7372448979591837,24.440075503389984,0.7590483508202912,0.35700294425895185,0.7619047619047619
55,15.55785611628787,0.7552531090661897,0.31664060030679303,0.81,3.329201815461898,0.7552531090661897,0.0711132159365264,0.7211538461538461
56,7.154879874909627,0.7514768435208588,0.17702840495834066,0.7619047619047619,5.264301887067693,0.7514768435208588,0.12454765102133425,0.7601351351351351
